CNPJ_COMPLETO;valor_real;PORTE;cnpj_basico;CEP;situacao_cadastral_atual;data_situacao_cadastral_atual;DT_ABERTURA;DT_FECHAMENTO;data_reabertura;situacao_fechamento;numero_posts;tem_instagram;cnae_fiscal_principal;nome_municipio
01.956.397/0004-03;0;5.0;1956397.0;90035030.0;8.0;20090114.0;20030807.0;;;;0;0;6629100.0;PORTO ALEGRE
01.968.297/0001-46;1;1.0;1968297.0;95270000.0;2.0;20050702.0;19970703.0;20040511.0;20050702.0;8.0;376;1;6209100.0;FLORES DA CUNHA
01.970.616/0014-72;1;5.0;1970616.0;95880000.0;8.0;20151211.0;20110131.0;20010625.0;20051103.0;8.0;1049;1;2013402.0;NOVA PRATA
01.970.616/0014-72;1;5.0;1970616.0;95880000.0;8.0;20151211.0;20110131.0;20081210.0;20090210.0;8.0;1049;1;2013402.0;NOVA PRATA
01.975.915/0001-85;1;1.0;1975915.0;95034100.0;2.0;20051103.0;19970528.0;;;;1;1;4751201.0;CAXIAS DO SUL
01.983.312/0001-25;1;3.0;1983312.0;90200290.0;2.0;20031018.0;19970626.0;;;;1002;1;1813001.0;PORTO ALEGRE
01.983.318/0006-07;0;5.0;1983318.0;99032680.0;8.0;20230324.0;20110322.0;;;;0;0;7490104.0;PASSO FUNDO
01.983.856/0011-69;0;5.0;1983856.0;98300000.0;3.0;20240322.0;19990323.0;;;;0;0;3511501.0;NONOAI
02.002.865/0001-12;0;1.0;2002865.0;95330000.0;8.0;20131007.0;19970618.0;;;;0;0;4723700.0;VERANOPOLIS
02.011.573/0001-46;0;5.0;2011573.0;93700000.0;8.0;20240105.0;19970624.0;;;;0;0;4753900.0;CAMPO BOM
02.014.622/0011-76;0;5.0;2014622.0;98400000.0;8.0;20240202.0;20060510.0;;;;0;0;2330302.0;FREDERICO WESTPHALEN
02.016.440/0164-09;0;5.0;2016440.0;93700000.0;2.0;20250408.0;20250408.0;19971020.0;20051103.0;8.0;414;1;3514000.0;MATA
02.016.440/0164-09;0;5.0;2016440.0;93700000.0;2.0;20250408.0;20250408.0;20190510.0;20210610.0;8.0;414;1;3514000.0;MATA
02.016.440/0164-09;0;5.0;2016440.0;93700000.0;2.0;20250408.0;20250408.0;20220321.0;20220509.0;8.0;414;1;3514000.0;MATA
02.027.577/0001-12;0;3.0;2027577.0;90020151.0;8.0;20160621.0;19970804.0;;;;0;0;6920601.0;PORTO ALEGRE
02.029.980/0002-61;0;3.0;2029980.0;94435000.0;8.0;20121218.0;20091113.0;;;;285;1;4692300.0;VIAMAO
02.030.832/0001-86;1;1.0;2030832.0;91010000.0;2.0;20051103.0;19970731.0;20040309.0;20051103.0;8.0;369;1;4751201.0;PORTO ALEGRE
02.048.331/0007-12;0;5.0;2048331.0;94370000.0;8.0;20020630.0;20000731.0;;;;0;0;2062200.0;GRAVATAI
02.049.586/0001-04;1;3.0;2049586.0;99500000.0;8.0;20101018.0;20091104.0;;;;482;1;4771702.0;PANAMBI
02.063.429/0001-53;1;5.0;2063429.0;99010120.0;2.0;20050827.0;19970625.0;;;;211;1;8610102.0;PASSO FUNDO
02.102.177/0004-77;1;1.0;2102177.0;90010001.0;2.0;20101027.0;20101027.0;;;;788;1;7020400.0;PORTO ALEGRE
02.111.934/0001-26;1;3.0;2111934.0;93032205.0;2.0;20050108.0;19970904.0;;;;217;1;4530703.0;SAO LEOPOLDO
02.127.175/0001-90;1;1.0;2127175.0;97015015.0;8.0;20210804.0;20070724.0;;;;189;1;6622300.0;PORTO ALEGRE
02.132.820/0001-62;1;5.0;2132820.0;96070850.0;2.0;20050827.0;19970821.0;;;;266;1;1122401.0;PELOTAS
02.145.626/0005-45;0;3.0;2145626.0;99709130.0;8.0;20190711.0;20150428.0;;;;531;1;5620101.0;ERECHIM
02.172.568/0005-49;1;5.0;2172568.0;90570020.0;2.0;20120731.0;20120731.0;;;;1705;1;4669999.0;PORTO ALEGRE
02.186.379/0002-82;1;3.0;2186379.0;97940000.0;2.0;20100301.0;20100301.0;;;;1;1;5510801.0;SALVADOR DAS MISSOES
02.192.031/0001-17;0;3.0;2192031.0;92200001.0;4.0;20220610.0;19971014.0;;;;0;0;5250803.0;CANOAS
02.194.870/0001-74;1;5.0;2194870.0;92990000.0;2.0;20050924.0;19971016.0;;;;251;1;4929901.0;ELDORADO DO SUL
02.202.296/0001-59;1;5.0;2202296.0;93340480.0;2.0;20051103.0;19971014.0;;;;1;1;4930202.0;NOVO HAMBURGO
02.206.128/0005-65;1;3.0;2206128.0;91010005.0;2.0;20190913.0;20190913.0;;;;612;1;6201501.0;PORTO ALEGRE
02.212.431/0003-09;0;5.0;2212431.0;95305000.0;8.0;20210625.0;20060918.0;;;;648;1;1032599.0;IBIRAIARAS
02.233.662/0001-37;1;3.0;2233662.0;98005970.0;8.0;20071029.0;20060113.0;;;;63;1;2511000.0;CRUZ ALTA
02.235.525/0001-31;1;5.0;2235525.0;90240200.0;2.0;20051103.0;19971023.0;;;;202;1;6202300.0;PORTO ALEGRE
02.236.436/0003-71;1;5.0;2236436.0;98345000.0;2.0;20220218.0;20220218.0;;;;378;1;4744005.0;PINHAL
02.254.855/0001-74;1;5.0;2254855.0;95670000.0;2.0;20051103.0;19970801.0;;;;14;1;6462000.0;GRAMADO
02.256.145/0001-83;1;1.0;2256145.0;91720160.0;2.0;20051103.0;19971125.0;;;;60;1;4752100.0;PORTO ALEGRE
02.259.840/0005-22;1;5.0;2259840.0;90560005.0;2.0;20210504.0;20210504.0;;;;694;1;4930202.0;PORTO ALEGRE
02.261.542/0001-43;1;5.0;2261542.0;95580000.0;2.0;20051103.0;19971111.0;;;;628;1;2229303.0;TRES CACHOEIRAS
02.269.569/0004-25;0;3.0;2269569.0;95800000.0;2.0;20231130.0;20231130.0;20151222.0;20190524.0;8.0;1047;1;4771702.0;SANTA CRUZ DO SUL
02.269.569/0004-25;0;3.0;2269569.0;95800000.0;2.0;20231130.0;20231130.0;20221209.0;20231130.0;8.0;1047;1;4771702.0;SANTA CRUZ DO SUL
02.305.980/0001-66;1;3.0;2305980.0;95046560.0;2.0;20051103.0;19971209.0;;;;1187;1;2512800.0;CAXIAS DO SUL
02.308.702/0004-05;0;5.0;2308702.0;90410007.0;8.0;20200911.0;20160223.0;;;;0;0;4619200.0;PORTO ALEGRE
02.308.873/0006-04;0;5.0;2308873.0;94198900.0;8.0;20180401.0;20111227.0;;;;0;0;2949299.0;GRAVATAI
02.355.037/0002-49;1;5.0;2355037.0;99010090.0;2.0;20231019.0;20231019.0;;;;1105;1;6202300.0;PASSO FUNDO
02.359.152/0001-00;0;3.0;2359152.0;96950000.0;4.0;20180913.0;19980206.0;;;;0;0;4686902.0;ARROIO DO TIGRE
02.366.164/0002-43;0;1.0;2366164.0;95270000.0;8.0;20171213.0;19980112.0;;;;0;0;1813099.0;CAXIAS DO SUL
02.380.946/0001-56;0;1.0;2380946.0;95660000.0;8.0;20230627.0;19980210.0;;;;0;0;1531902.0;TRES COROAS
02.405.128/0001-60;1;3.0;2405128.0;99010033.0;8.0;20201125.0;20010703.0;20021024.0;20050416.0;8.0;1710;1;1521100.0;SARANDI
02.428.220/0003-08;1;3.0;2428220.0;95054620.0;2.0;20170707.0;20170707.0;20140718.0;20170707.0;8.0;113;1;3101200.0;CAXIAS DO SUL
02.429.547/0001-32;1;5.0;2429547.0;90130150.0;2.0;20010523.0;19980324.0;;;;620;1;4773300.0;PORTO ALEGRE
02.451.984/0001-52;1;5.0;2451984.0;99840000.0;8.0;20230324.0;20061009.0;;;;137;1;4661300.0;LAGOA VERMELHA
02.462.805/0008-59;1;5.0;2462805.0;92480000.0;2.0;20250210.0;20250210.0;;;;270;1;5211701.0;NOVA SANTA RITA
02.463.394/0011-11;1;5.0;2463394.0;95057000.0;2.0;20231124.0;20231124.0;20170426.0;20190522.0;8.0;564;1;4930202.0;CANOAS
02.473.158/0001-04;1;3.0;2473158.0;96200070.0;8.0;20220308.0;19980825.0;;;;149;1;5232000.0;RIO GRANDE
02.473.158/0002-95;0;3.0;2473158.0;96200070.0;8.0;20220308.0;19980825.0;;;;149;1;5232000.0;RIO GRANDE
02.473.977/0002-32;1;5.0;2473977.0;95270000.0;2.0;20190605.0;20190605.0;;;;194;1;3299099.0;FLORES DA CUNHA
02.474.458/0003-70;0;1.0;2474458.0;99500000.0;8.0;20231114.0;20041007.0;;;;0;0;5510801.0;CARAZINHO
02.499.550/0004-75;0;5.0;2499550.0;91570310.0;8.0;20160923.0;20150309.0;;;;0;0;4669999.0;PORTO ALEGRE
02.504.279/0001-76;1;3.0;2504279.0;95250000.0;2.0;20001223.0;19980429.0;;;;351;1;4781400.0;ANTONIO PRADO
02.507.921/0001-70;1;3.0;2507921.0;90550110.0;2.0;20040529.0;19980430.0;;;;47;1;6622300.0;PORTO ALEGRE
02.517.482/0008-53;0;5.0;2517482.0;99500000.0;2.0;20240624.0;20240624.0;20230531.0;20240624.0;8.0;0;0;4683400.0;CARAZINHO
02.523.109/0001-39;1;5.0;2523109.0;91060410.0;2.0;20051103.0;19980514.0;;;;1142;1;4672900.0;PORTO ALEGRE
02.538.436/0003-26;0;5.0;2538436.0;94930370.0;8.0;20221010.0;20080121.0;;;;0;0;4686902.0;CACHOEIRINHA
02.572.283/0001-71;1;3.0;2572283.0;93410510.0;2.0;20051103.0;19980428.0;;;;0;0;7020400.0;NOVO HAMBURGO
02.590.977/0001-31;1;5.0;2590977.0;96810198.0;2.0;19980616.0;19980616.0;;;;80;1;9411100.0;SANTA CRUZ DO SUL
02.610.834/0001-44;1;3.0;2610834.0;90610280.0;2.0;20041009.0;19980702.0;;;;236;1;5911199.0;PORTO ALEGRE
02.633.346/0002-33;0;5.0;2633346.0;90020006.0;8.0;20191104.0;20190611.0;;;;0;0;7911200.0;PORTO ALEGRE
02.641.743/0001-76;1;5.0;2641743.0;94834660.0;8.0;20161110.0;20140812.0;;;;84;1;2031200.0;ALVORADA
02.642.838/0003-76;1;3.0;2642838.0;93700000.0;2.0;20241015.0;20241015.0;20160921.0;20241015.0;8.0;129;1;3839499.0;NOVO HAMBURGO
02.650.080/0001-56;1;3.0;2650080.0;96810010.0;2.0;20031018.0;19980721.0;;;;1888;1;4761003.0;SANTA CRUZ DO SUL
02.657.718/0001-80;1;1.0;2657718.0;90420090.0;2.0;19991022.0;19980727.0;;;;183;1;8599604.0;PORTO ALEGRE
02.661.244/0003-02;0;5.0;2661244.0;97200000.0;8.0;20240923.0;20040524.0;;;;0;0;1731100.0;RESTINGA SECA
02.677.655/0002-05;1;5.0;2677655.0;99150000.0;2.0;20150629.0;20150629.0;;;;1152;1;4683400.0;MARAU
02.683.600/0001-27;1;1.0;2683600.0;95670000.0;8.0;20130110.0;20080924.0;;;;258;1;5611203.0;GRAMADO
02.693.502/0001-70;1;5.0;2693502.0;95032000.0;2.0;20040220.0;19980804.0;;;;157;1;8411600.0;CAXIAS DO SUL
02.723.143/0001-57;0;1.0;2723143.0;91760020.0;4.0;20181010.0;19980908.0;;;;0;0;4723700.0;PORTO ALEGRE
02.731.653/0002-57;1;1.0;2731653.0;97700000.0;8.0;20161026.0;20141001.0;;;;228;1;4651601.0;SANTIAGO
02.731.661/0002-01;1;3.0;2731661.0;90420110.0;2.0;20210319.0;20210319.0;;;;240;1;8630503.0;NOVO HAMBURGO
02.749.255/0001-87;1;5.0;2749255.0;95072220.0;2.0;20020406.0;19980910.0;;;;1;1;8112500.0;CAXIAS DO SUL
02.754.181/0019-04;1;5.0;2754181.0;96010000.0;2.0;20201214.0;20201214.0;;;;0;0;6911701.0;PELOTAS
02.777.002/0003-89;1;5.0;2777002.0;90220150.0;2.0;20061024.0;20061024.0;;;;315;1;6190601.0;PORTO ALEGRE
02.783.077/0001-00;1;3.0;2783077.0;96450000.0;8.0;20180702.0;20111111.0;;;;125;1;6920601.0;PELOTAS
02.810.727/0001-60;0;3.0;2810727.0;91020010.0;8.0;20190522.0;19981020.0;;;;0;0;4789099.0;PORTO ALEGRE
02.811.565/0002-65;1;1.0;2811565.0;90230220.0;2.0;20090302.0;20090302.0;;;;65;1;6110803.0;PORTO ALEGRE
02.811.576/0001-64;1;3.0;2811576.0;91510710.0;2.0;20050430.0;19981023.0;;;;124;1;4641903.0;PORTO ALEGRE
02.820.966/0001-09;1;5.0;2820966.0;96810144.0;8.0;20230308.0;20190903.0;;;;231;1;6204000.0;SANTA CRUZ DO SUL
02.821.431/0001-44;1;3.0;2821431.0;93228190.0;2.0;20050430.0;19981027.0;;;;7;1;2219600.0;SAPUCAIA DO SUL
02.844.559/0001-23;1;1.0;2844559.0;99074360.0;2.0;20050827.0;19981110.0;;;;779;1;4751201.0;PASSO FUNDO
02.859.193/0001-66;0;1.0;2859193.0;90430100.0;8.0;20170516.0;19980721.0;;;;0;0;4646001.0;PORTO ALEGRE
02.861.221/0019-09;0;5.0;2861221.0;90030080.0;8.0;20211217.0;20181217.0;;;;0;0;7120100.0;PORTO ALEGRE
02.881.865/0001-30;0;5.0;2881865.0;90430000.0;8.0;20211025.0;19981204.0;;;;0;0;7911200.0;PORTO ALEGRE
02.903.974/0001-00;1;3.0;2903974.0;90050240.0;2.0;20050924.0;19981217.0;;;;8;1;4322302.0;PORTO ALEGRE
02.913.230/0001-77;1;5.0;2913230.0;93548515.0;8.0;20220818.0;20210803.0;;;;148;1;1414200.0;NOVO HAMBURGO
02.924.690/0001-09;1;1.0;2924690.0;90430090.0;8.0;20110728.0;20060328.0;;;;592;1;7911200.0;SANTA CRUZ DO SUL
02.924.690/0002-81;0;1.0;2924690.0;90430090.0;8.0;20110728.0;20060328.0;;;;592;1;7911200.0;SANTA CRUZ DO SUL
02.944.770/0001-18;1;1.0;2944770.0;95900188.0;2.0;20051103.0;19990104.0;;;;80;1;6203100.0;LAJEADO
02.945.891/0009-31;1;5.0;2945891.0;90810070.0;2.0;20240313.0;20240313.0;;;;1323;1;5211799.0;PORTO ALEGRE
02.947.070/0003-49;0;1.0;2947070.0;95720000.0;8.0;20250203.0;20150429.0;;;;0;0;1412601.0;CARLOS BARBOSA
02.955.426/0007-10;1;5.0;2955426.0;90110150.0;2.0;20160107.0;20160107.0;;;;215;1;4211101.0;PORTO ALEGRE
02.957.021/0003-97;0;5.0;2957021.0;90560001.0;8.0;20151207.0;20140528.0;;;;0;0;2854200.0;GUAIBA
02.976.175/0001-64;1;3.0;2976175.0;95074120.0;2.0;20040807.0;19981229.0;;;;788;1;6463800.0;CAXIAS DO SUL
02.983.047/0001-48;1;1.0;2983047.0;95680000.0;8.0;20060209.0;19970810.0;;;;45;1;7719599.0;VACARIA
02.986.668/0003-47;1;3.0;2986668.0;95010002.0;2.0;20120511.0;20120511.0;20101223.0;20120511.0;8.0;615;1;4783101.0;CAXIAS DO SUL
02.987.899/0001-03;0;1.0;2987899.0;94065140.0;4.0;20180928.0;19851210.0;;;;0;0;4930202.0;GRAVATAI
02.996.727/0001-04;0;1.0;2996727.0;99010060.0;8.0;20190322.0;19990211.0;;;;0;0;6311900.0;PASSO FUNDO
03.004.721/0001-68;1;5.0;3004721.0;92032660.0;2.0;20250807.0;20250807.0;;;;61;1;6202300.0;CANOAS
03.006.154/0001-89;1;1.0;3006154.0;95057000.0;2.0;20030705.0;19990224.0;;;;157;1;2593400.0;CAXIAS DO SUL
03.013.052/0001-90;1;5.0;3013052.0;;;;;;;;396;1;9411100.0;PORTO ALEGRE
03.034.752/0001-61;1;3.0;3034752.0;90230070.0;2.0;20010225.0;19990311.0;;;;105;1;6201501.0;PORTO ALEGRE
03.036.170/0001-14;0;1.0;3036170.0;91060160.0;8.0;20110524.0;19990304.0;;;;0;0;4753900.0;PORTO ALEGRE
03.054.851/0001-05;1;1.0;3054851.0;94930590.0;2.0;20051103.0;19990318.0;;;;656;1;4623109.0;CACHOEIRINHA
03.088.125/0001-03;0;5.0;3088125.0;90550141.0;8.0;20000411.0;19990316.0;;;;997;1;6911701.0;PORTO ALEGRE
03.127.733/0007-75;1;5.0;3127733.0;96200290.0;2.0;20170412.0;20170412.0;;;;712;1;5232000.0;RIO GRANDE
03.127.812/0002-71;0;1.0;3127812.0;90030140.0;8.0;20100813.0;20060216.0;;;;0;0;7911200.0;CAXIAS DO SUL
03.136.146/0001-57;1;3.0;3136146.0;96765000.0;2.0;20051103.0;19990410.0;;;;123;1;1061901.0;SENTINELA DO SUL
03.147.393/0018-05;0;5.0;3147393.0;95590000.0;8.0;20180918.0;20131119.0;;;;0;0;3821100.0;TRAMANDAI
03.154.151/0001-92;1;1.0;3154151.0;95335000.0;2.0;20010225.0;19990422.0;;;;1316;1;6462000.0;COTIPORA
03.171.589/0001-89;1;5.0;3171589.0;97105030.0;8.0;20220318.0;20160628.0;;;;199;1;1091101.0;SANTA MARIA
03.171.589/0002-60;0;5.0;3171589.0;97105030.0;8.0;20220318.0;20160628.0;;;;199;1;1091101.0;SANTA MARIA
03.177.494/0001-72;1;5.0;3177494.0;96824400.0;2.0;20070620.0;19990520.0;20070514.0;20070620.0;8.0;266;1;4635401.0;SANTA CRUZ DO SUL
03.195.532/0001-10;1;5.0;3195532.0;90570041.0;2.0;20051103.0;19990513.0;;;;876;1;6209100.0;PORTO ALEGRE
03.222.609/0001-01;1;5.0;3222609.0;97590000.0;2.0;20190531.0;20190531.0;;;;508;1;1322700.0;CAXIAS DO SUL
03.230.297/0001-70;1;3.0;3230297.0;92480000.0;2.0;20040306.0;19990618.0;;;;0;0;4789099.0;NOVA SANTA RITA
03.231.708/0001-41;0;1.0;3231708.0;95700376.0;8.0;20210602.0;19990615.0;;;;0;0;6622300.0;BENTO GONCALVES
03.245.654/0001-73;0;1.0;3245654.0;90040320.0;8.0;20220302.0;19990617.0;;;;0;0;4751201.0;PORTO ALEGRE
03.260.560/0001-73;1;1.0;3260560.0;91250330.0;2.0;20051103.0;19990705.0;;;;311;1;4763602.0;PORTO ALEGRE
03.280.060/0003-65;1;5.0;3280060.0;95052100.0;2.0;20111219.0;20111219.0;;;;160;1;4530701.0;CAXIAS DO SUL
03.282.767/0001-49;1;3.0;3282767.0;96010000.0;2.0;20051103.0;19990705.0;;;;97;1;4751201.0;PELOTAS
03.289.826/0001-00;1;3.0;3289826.0;95720000.0;2.0;20010225.0;19990708.0;;;;0;0;7490199.0;GARIBALDI
03.301.010/0001-55;0;5.0;3301010.0;95700010.0;4.0;20180913.0;19990721.0;;;;0;0;6462000.0;BENTO GONCALVES
03.315.234/0001-16;0;5.0;3315234.0;92500000.0;8.0;20081231.0;19990803.0;;;;0;0;6204000.0;GUAIBA
03.325.092/0001-78;1;5.0;3325092.0;95190000.0;2.0;20050827.0;19990729.0;;;;545;1;2949299.0;SAO MARCOS
03.344.190/0001-52;1;1.0;3344190.0;90619900.0;2.0;20040710.0;19990818.0;;;;880;1;9511800.0;PORTO ALEGRE
03.377.188/0001-80;0;3.0;3377188.0;93800042.0;8.0;20230110.0;19990810.0;;;;0;0;6810201.0;SAPIRANGA
03.379.983/0002-98;0;5.0;3379983.0;95800000.0;2.0;20240708.0;20240708.0;20190513.0;20220617.0;8.0;1;1;2823200.0;VENANCIO AIRES
03.384.925/0005-03;1;3.0;3384925.0;95082210.0;2.0;20230313.0;20230313.0;;;;256;1;4110700.0;CAXIAS DO SUL
03.391.986/0006-70;1;5.0;3391986.0;96610000.0;2.0;20240527.0;20240527.0;;;;97;1;1629301.0;CAMARGO
03.397.819/0001-22;0;3.0;3397819.0;90810080.0;8.0;20210510.0;19990825.0;;;;0;0;6201501.0;PORTO ALEGRE
03.408.715/0007-61;1;5.0;3408715.0;99500000.0;2.0;20230620.0;20230620.0;;;;1016;1;4683400.0;CARAZINHO
03.415.057/0005-73;0;5.0;3415057.0;97800000.0;8.0;20240222.0;20220208.0;;;;0;0;4633801.0;SAO LUIZ GONZAGA
03.415.222/0076-80;0;5.0;3415222.0;99034600.0;2.0;20250519.0;20250519.0;20010703.0;20031004.0;8.0;2358;1;4623199.0;TUPANCIRETA
03.415.222/0076-80;0;5.0;3415222.0;99034600.0;2.0;20250519.0;20250519.0;20040518.0;20051103.0;8.0;2358;1;4623199.0;TUPANCIRETA
03.415.222/0076-80;0;5.0;3415222.0;99034600.0;2.0;20250519.0;20250519.0;20120530.0;20131220.0;8.0;2358;1;4623199.0;TUPANCIRETA
03.415.222/0076-80;0;5.0;3415222.0;99034600.0;2.0;20250519.0;20250519.0;20150720.0;20151002.0;8.0;2358;1;4623199.0;TUPANCIRETA
03.415.222/0076-80;0;5.0;3415222.0;99034600.0;2.0;20250519.0;20250519.0;20160627.0;20161227.0;8.0;2358;1;4623199.0;TUPANCIRETA
03.415.222/0076-80;0;5.0;3415222.0;99034600.0;2.0;20250519.0;20250519.0;20190808.0;20190917.0;8.0;2358;1;4623199.0;TUPANCIRETA
03.415.222/0076-80;0;5.0;3415222.0;99034600.0;2.0;20250519.0;20250519.0;20200723.0;20210115.0;8.0;2358;1;4623199.0;TUPANCIRETA
03.415.222/0076-80;0;5.0;3415222.0;99034600.0;2.0;20250519.0;20250519.0;20221201.0;20230712.0;8.0;2358;1;4623199.0;TUPANCIRETA
03.417.907/0003-00;0;5.0;3417907.0;94480500.0;8.0;20210525.0;20170808.0;;;;0;0;4744001.0;VIAMAO
03.425.313/0001-80;1;3.0;3425313.0;94233450.0;2.0;20051103.0;19990915.0;;;;292;1;2399199.0;GRAVATAI
03.448.572/0002-07;0;3.0;3448572.0;95670000.0;8.0;20131016.0;20100927.0;;;;0;0;3101200.0;GRAMADO
03.452.710/0005-74;0;5.0;3452710.0;95670000.0;8.0;20231016.0;20210826.0;;;;273;1;8211300.0;LINDOLFO COLLOR
03.476.811/0357-02;0;5.0;3476811.0;96030003.0;3.0;20220714.0;20140509.0;20131016.0;20140616.0;8.0;32;1;4711302.0;NOVA PRATA
03.476.811/0357-02;0;5.0;3476811.0;96030003.0;3.0;20220714.0;20140509.0;20140715.0;20140725.0;8.0;32;1;4711302.0;NOVA PRATA
03.476.811/0357-02;0;5.0;3476811.0;96030003.0;3.0;20220714.0;20140509.0;20160404.0;20170623.0;8.0;32;1;4711302.0;NOVA PRATA
03.506.307/0011-29;0;5.0;3506307.0;90220003.0;8.0;20120413.0;20051123.0;;;;0;0;8299702.0;CAMPO BOM
03.506.951/0001-25;1;5.0;3506951.0;90130000.0;2.0;20051103.0;19990726.0;;;;3500;1;9420100.0;PORTO ALEGRE
03.518.732/0033-43;0;5.0;3518732.0;90240510.0;8.0;20250704.0;20110428.0;;;;0;0;4511101.0;CANOAS
03.532.726/0002-44;0;3.0;3532726.0;95548000.0;8.0;20241031.0;20100412.0;;;;532;1;4751201.0;PALMARES DO SUL
03.546.937/0001-55;1;5.0;3546937.0;95960000.0;2.0;20050827.0;19991203.0;;;;633;1;1313800.0;ENCANTADO
03.559.899/0001-75;0;5.0;3559899.0;95043730.0;8.0;20220404.0;19991207.0;;;;0;0;4731800.0;CANOAS
03.563.718/0006-99;0;5.0;3563718.0;95700128.0;8.0;20230713.0;20200311.0;;;;0;0;8610102.0;RIO GRANDE
03.566.870/0001-10;1;5.0;3566870.0;90010350.0;2.0;19991216.0;19991216.0;;;;1;1;9412001.0;PORTO ALEGRE
03.569.539/0001-54;0;1.0;3569539.0;95555000.0;4.0;20210323.0;19991223.0;;;;0;0;5611203.0;CAPAO DA CANOA
03.576.163/0001-05;1;5.0;3576163.0;95270000.0;2.0;20031018.0;19991222.0;;;;284;1;3102100.0;FLORES DA CUNHA
03.593.705/0004-09;0;5.0;3593705.0;93025400.0;8.0;20190819.0;20121127.0;;;;113;1;2823200.0;SAO LEOPOLDO
03.593.880/0009-00;0;5.0;3593880.0;90240190.0;3.0;20200708.0;20101215.0;;;;0;0;4679602.0;PORTO ALEGRE
03.599.667/0001-40;1;1.0;3599667.0;97504090.0;2.0;20051103.0;20000102.0;;;;1852;1;1412601.0;URUGUAIANA
03.617.319/0001-59;1;3.0;3617319.0;93537490.0;8.0;20250528.0;20130430.0;;;;474;1;4530703.0;SAO LEOPOLDO
03.627.964/0007-48;1;5.0;3627964.0;92330500.0;2.0;20230625.0;20230625.0;;;;1253;1;4744099.0;CANOAS
03.646.945/0001-73;1;5.0;3646945.0;94480755.0;8.0;20111011.0;20000718.0;;;;949;1;5510801.0;VIAMAO
03.650.200/0001-88;1;1.0;3650200.0;93010190.0;2.0;20050827.0;20000121.0;;;;596;1;8650004.0;SAO LEOPOLDO
03.651.060/0001-62;1;1.0;3651060.0;90240551.0;2.0;20051103.0;20000218.0;;;;1;1;4665600.0;PORTO ALEGRE
03.652.030/0004-13;1;5.0;3652030.0;99740000.0;2.0;20220805.0;20220805.0;20110701.0;20220805.0;8.0;20;1;4644301.0;BARAO DE COTEGIPE
03.660.226/0001-07;1;1.0;3660226.0;97050000.0;2.0;20061228.0;20061228.0;;;;1;1;4771702.0;SANTA MARIA
03.669.040/0001-19;1;3.0;3669040.0;95720000.0;2.0;20051103.0;20000218.0;;;;1;1;4649404.0;GARIBALDI
03.675.484/0001-67;1;3.0;3675484.0;95670000.0;2.0;20051103.0;20000224.0;;;;1;1;9601701.0;GRAMADO
03.683.357/0002-90;0;3.0;3683357.0;99700010.0;4.0;20220610.0;20120731.0;;;;0;0;2091600.0;ERECHIM
03.714.302/0004-62;0;5.0;3714302.0;95670000.0;8.0;20150703.0;20060726.0;;;;309;1;4744005.0;BENTO GONCALVES
03.714.600/0006-14;1;1.0;3714600.0;98870000.0;2.0;20200316.0;20200316.0;20070905.0;20200316.0;8.0;262;1;1041400.0;GIRUA
03.719.282/0001-70;1;5.0;3719282.0;94930230.0;2.0;20000328.0;20000328.0;;;;436;1;2229301.0;CACHOEIRINHA
03.720.402/0001-59;1;3.0;3720402.0;93420400.0;2.0;20050827.0;20000321.0;;;;188;1;8211300.0;NOVO HAMBURGO
03.720.993/0001-64;1;5.0;3720993.0;91050001.0;2.0;20051103.0;20000327.0;;;;178;1;7810800.0;PORTO ALEGRE
03.723.414/0001-37;0;1.0;3723414.0;90420160.0;4.0;20201022.0;20000330.0;;;;0;0;5620101.0;PORTO ALEGRE
03.752.709/0004-84;1;5.0;3752709.0;95588000.0;2.0;20250605.0;20250605.0;20190514.0;20221222.0;8.0;1170;1;4613300.0;FARROUPILHA
03.779.011/0001-00;0;5.0;3779011.0;95700010.0;8.0;20040525.0;20000427.0;;;;0;0;8299799.0;BENTO GONCALVES
03.793.046/0001-01;1;1.0;3793046.0;91450510.0;2.0;20051103.0;20000504.0;;;;55;1;9511800.0;PORTO ALEGRE
03.815.080/0003-93;1;3.0;3815080.0;90680570.0;8.0;20250528.0;20220901.0;;;;1104;1;4930204.0;PORTO ALEGRE
03.834.064/0013-10;0;1.0;3834064.0;90110000.0;8.0;20190628.0;20190424.0;;;;0;0;8219999.0;PORTO ALEGRE
03.849.073/0001-40;0;1.0;3849073.0;93813800.0;8.0;20220526.0;20000526.0;;;;0;0;4663000.0;SAPIRANGA
03.870.455/0020-19;1;5.0;3870455.0;91130420.0;8.0;20180607.0;20090708.0;;;;1174;1;4637105.0;NOVA SANTA RITA
03.887.324/0019-00;0;5.0;3887324.0;94930370.0;8.0;20241023.0;20180713.0;;;;0;0;4623109.0;CACHOEIRINHA
03.899.984/0001-82;1;1.0;3899984.0;94495020.0;2.0;20051103.0;20000608.0;;;;674;1;2330302.0;VIAMAO
03.900.622/0001-64;1;5.0;3900622.0;;;;;;;;27;1;9430800.0;ESTEIO
03.922.088/0003-59;0;5.0;3922088.0;96835666.0;8.0;20160720.0;20130718.0;;;;0;0;4636202.0;SANTA CRUZ DO SUL
03.937.003/0002-25;1;1.0;3937003.0;99600000.0;2.0;20211103.0;20211103.0;;;;459;1;4651601.0;NONOAI
